header,class,mechanism,group
Bla|OXA-347|JN086160|1583-2407|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|KJ427797.1|gene1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
616|HQ875016.1|HQ875016|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
AGly|str_2_FN435330|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
CARD|phgb|AB219524.1|4334-5810|ARO:3003700|opmE|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXN,Multi-drug resistance,Multi-drug efflux pumps,MEXN
Flq|NC_009487.5169058|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
424|D85892.1|D85892|MLS|Macrolide_phosphotransferases|MPHB,MLS,Macrolide phosphotransferases,MPHB
Bla|EU086830.1|gene1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|15485218|emb|AJ308558.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Flq|QnrB6_3_EF523819|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
gi|60359799|dbj|AB205197.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|SHV-69|DQ174308|5-865|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Flq|QnrB46|JQ349154|1-680|680|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
gi|508128869|gb|KC964871.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Gly|VanT|AF162694|3008-5104|2097|Glycopeptides|VanC-type_resistance_protein|VANTC,Glycopeptides,VanC-type resistance protein,VANTC
Bla|B-2|AF189300|1-750|750|betalactams|Class_B_betalactamases|BLAB,betalactams,Class B betalactamases,BLAB
AGly|RmtD|DQ914960|9632-8889|744|Aminoglycosides|16S_rRNA_methyltransferases|RMTD,Aminoglycosides,16S rRNA methyltransferases,RMTD
Bla|OXA-171|HM488992|1-822|822|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|558607393|gb|KF513179.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|GES-20|JN596280|2848-3711|864|betalactams|Class_A_betalactamases|GES,betalactams,Class A betalactamases,GES
1066|unknown_id|unknown_name|MLS|23S_rRNA_methyltransferases|ERMB,MLS,23S rRNA methyltransferases,ERMB
Sul|NC_008702.1.4608834|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
148|JF769133.1|JF769133|Multi-drug_resistance|Multi-drug_efflux_pumps|MSR,Multi-drug resistance,Multi-drug efflux pumps,MSR
Gly|VanH-M|FJ349556|3884-4864|981|Glycopeptides|VanM-type_resistance_protein|VANHM,Glycopeptides,VanM-type resistance protein,VANHM
gi|7595230|gb|AF132290.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|CTX-M-42|DQ061159|347-1222|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
CARD|phgb|X97721|0-876|ARO:3000592|ErmN|MLS|23S_rRNA_methyltransferases|ERMN,MLS,23S rRNA methyltransferases,ERMN
Tet|tetD_5_X65876|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETD,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETD
Bla|MOX-5|GQ152600|1-1152|1152|betalactams|Class_C_betalactamases|MOX,betalactams,Class C betalactamases,MOX
ENA|silP|AAD11750|AAD11750.1Salmonellaentericasubsp.entericaserovarTyphimuriumputativecationtransportingP-typeATPaseSilP,Silver resistance,silver RND efflux pump,silP
gi|401871160|gb|JX121118.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
ENA|dsbA|AAC43532|AAC43532.1Escherichiacolithiol:disulfideinterchangeproteinDsbAmutantPH31/32AL:Location:1..627,Metal resistance,metal efflux regulator,dsbA
Flq|QnrB44|JQ349153|1-680|680|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
Bla|KJ173478.1|gene1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|93277247|gb|DQ463751.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
CARD|phgb|NC_010410|3660736-3661636|ARO:3002370|VEB-1|betalactams|Class_A_betalactamases|VEB,betalactams,Class A betalactamases,VEB
Flq|NC_012469.1.7685406|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC
gi|256862197|gb|GQ390806.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
674|AF181950.1|AF181950|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT4-PRIME
gi|433285826|emb|HE819404.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
CARD|phgb|GU584222|0-747|ARO:3003196|tet45|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET45,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET45
gi|401871158|gb|JX121117.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
CARD|phgb|AF301532|7-868|ARO:3001087|SHV-29|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
1157|AB916359.1|AB916359|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|OKP-A-9|AM051148|1-861|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
Bla|OXA-176|HM113562|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|pvgb|NC_003197|3343961-3345854|ARO:3003317|Salmonella|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|parE|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,parE
Elf|NC_002952.2860408|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Elfamycins,EF-Tu inhibition,TUFAB
CARD|phgb|JN969893|0-873|ARO:3001990|CTX-M-131|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|121485908|gb|EF136375.1|betalactams|Class_A_betalactamases|VEB,betalactams,Class A betalactamases,VEB
AGly|Aac6-31|AJ640197|2474-2992|519|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|GES-11|JN253503|37-900|864|betalactams|Class_A_betalactamases|GES,betalactams,Class A betalactamases,GES
gi|819332664|gb|KP281294.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Gly|VanW-B|AY655721|3069-3896|828|Glycopeptides|VanB-type_accessory_protein|VANWB,Glycopeptides,VanB-type accessory protein,VANWB
Tet|NC_010558.1.6276025|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETD,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETD
ACou|NC_007793.3913375|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE
CARD|phgb|DQ390458|3095-3995|ARO:3002609|aadA9|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
CARD|phgb|AF353562|0-1110|ARO:3000481|tet35|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET35,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET35
AGly|Aac3-Ik|BX571856|765853-766296|444|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
1235|EU358785.1|EU358785|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
gi|154425490|dbj|AB284167.2|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|725539564|gb|KM433671.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|NC_007907.1|4200836-4202015|ARO:3003726|vanSI|Glycopeptides|VanI-type_regulator|VANSI,Glycopeptides,VanI-type regulator,VANSI
Bla|cphA1_1_AY261379|betalactams|Class_B_betalactamases|CPHA,betalactams,Class B betalactamases,CPHA
gi|401713038|gb|JX258134.1|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM
ENA|kpnE|BAH63251|BAH63251.1Klebsiellapneumoniaesubsp.pneumoniaeNTUH-K2044multidrugtransportprotein:Location:1..363,Drug and biocide resistance,drug and biocide SMR efflux pump,mdtJ
ENA|arsD|AAA93060|AAA93060.1EscherichiacoliArsD:Location:1..363,Arsenic resistance,arsenic resistance regulator,arsD
Flq|AE016830.1|gene1598|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC
ENA|merF|ABA25986|ABA25986.1Pseudomonassp.CT14MerF:Location:1..246,Mercury resistance,mercuric resistance protein,merF
Rif|HM015626.1|gene1|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
Flq|QnrVC5_1_JN408080|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC,Fluoroquinolones,Quinolone resistance protein Qnr,QNRVC
Bla|TEM-164|EU274580|215-1075|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
CARD|phgb|L25634|1273-2158|ARO:3003562|TLE|betalactams|Class_A_betalactamases|TLE,betalactams,Class A betalactamases,TLE
CARD|pvgb|NC_008783|1406995-1409425|ARO:3003302|Bartonella|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|gyrB|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,gyrB
Bla|GOB-15|AY775547|1-879|879|betalactams|Class_B_betalactamases|GOB,betalactams,Class B betalactamases,GOB
Bla|CTX-M-14|AF252622|1741-2616|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
CARD|phgb|NC_003888|3968821-3969814|ARO:3002914|vanJ|Glycopeptides|Undecaprenol_pyrophosphate_recycling|VANJ,Glycopeptides,Undecaprenol pyrophosphate recycling,VANJ
CARD|phgb|NZ_AGSO01000004|76451-77432|ARO:3003071|mphE|MLS|Macrolide_phosphotransferases|MPHE,MLS,Macrolide phosphotransferases,MPHE
gi|2113850|emb|X98101.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
CARD|phgb|AJ401618|1971-3144|ARO:3002514|OCH-1|betalactams|Class_C_betalactamases|OCH,betalactams,Class C betalactamases,OCH
816|U19459.1|SAU19459|MLS|Streptogramin_A_O-acetyltransferase|VATB,MLS,Streptogramin A O-acetyltransferase,VATB
Bla|OXA-11|Z22590|155-955|801|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
AGly|AadB|JQ690540|4275-4808|534|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
Rif|Arr7|FN397623|1189-1641|453|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
Tet|tetH_4_U00792|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETH,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETH
Flq|NC_006582.1.3204559|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
Bla|IMP-13|JN091097|261-1001|741|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
Gly|VanTc4|EU151753|1647-3749|2103|Glycopeptides|VanC-type_resistance_protein|VANTC,Glycopeptides,VanC-type resistance protein,VANTC
Bla|CMY-25|EU515249|1-1146|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
CARD|phgb|DQ212986|4222-5062|ARO:3002959|vanYG1|Glycopeptides|VanG-type_accessory_protein|VANYG,Glycopeptides,VanG-type accessory protein,VANYG
gi|734665100|gb|KM589641.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|408535166|dbj|AB753456.1|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
476|GQ260093.1|GQ260093|betalactams|Class_A_betalactamases|BIC,betalactams,Class A betalactamases,BIC
Bla|ampH_1_AJ276031|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Elf|CP000675.2|gene397|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Elfamycins,EF-Tu inhibition,TUFAB
Phe|FexA|JQ041372|14024-15451|1428|Phenicol|Phenicol_efflux_pumps|FEXA,Phenicol,Phenicol efflux pumps,FEXA
Bla|IND-10|GU206353|19-738|720|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
Flq|QnrB59_1_JX259320|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
950|J03306.1|PAZDHFRA|Trimethoprim|Dihydrofolate_reductase|DHFRIII|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFRIII
MLS|vatE_11_AY043213|MLS|Streptogramin_A_O-acetyltransferase|VATE,MLS,Streptogramin A O-acetyltransferase,VATE
Bla|OXA-172|HM113558|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Rif|NC_009085.4918494|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB
1199|JN118546.1|JN118546|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
Bla|cfiA3|AB087228|1-750|750|betalactams|Class_B_betalactamases|CFIA,betalactams,Class B betalactamases,CFIA
Bla|SHV-62_2_GU064395|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|347364916|gb|HM569226.2|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
gi|537430802|gb|KF057031.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
ENA|sugE|CAA49571|CAA49571.1EscherichiacoliSugES:Location:1..318,Biocide resistance,biocide resistance protein,sugE
CARD|phgb|AF516720|214-1075|ARO:3000968|TEM-105|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|322719697|gb|HQ734813.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
AGly|AY136758.1|gene3|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|CTX-M-22|AY080894|4-879|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
CARD|phgb|AJ634602|0-861|ARO:3000999|TEM-135|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|433285820|emb|HE819401.1|betalactams|Class_C_betalactamases|ACC,betalactams,Class C betalactamases,ACC
AGly|str_3_AM932524|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
gi|10946526|gb|AY008290.1|betalactams|Class_A_betalactamases|CARB,betalactams,Class A betalactamases,CARB
CARD|phgb|AY139601|110-404|ARO:3002864|dfrB1|Trimethoprim|Dihydrofolate_reductase|DFRB,Trimethoprim,Dihydrofolate reductase,DFRB
ENA|merA|AAA83977|AAA83977.1Bacillussp.RC607mercuricreductaseMerA,Mercury resistance,mercuric resistance protein,merA
1070|AB777501.1|AB777501|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
CARD|phgb|AM296481|775-2041|ARO:3002699|cmlB1|Phenicol|Phenicol_efflux_pumps|CMLB,Phenicol,Phenicol efflux pumps,CMLB
1220|DQ089809.1|DQ089809|betalactams|Class_A_betalactamases|BEL,betalactams,Class A betalactamases,BEL
CARD|pvgb|NC_003923|1278585-1279164|ARO:3003323|Staphylococcus|Lipopeptides|Daptomycin-resistant_pgsA|PGSA|RequiresSNPConfirmation,Lipopeptides,Daptomycin-resistant pgsA,PGSA
Tet|TetD|AB089602|1521-2705|1185|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETD,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETD
CARD|phgb|AY928180|0-495|ARO:3002837|lnuC|MLS|Lincosamide_nucleotidyltransferases|LNUC,MLS,Lincosamide nucleotidyltransferases,LNUC
Bla|LEN24_1_AM850914|betalactams|Class_A_betalactamases|LEN,betalactams,Class A betalactamases,LEN
Flq|NC_007795.3919179|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
Rif|NC_011035.1.6448762|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB
AGly|Aph3-Vb|M22126|373-1164|792|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
ENA|merR1|BAA20334|BAA20334.2Pseudomonassp.K-62mercuricresistanceoperonregulatoryprotein:Location:1..435,Mercury resistance,mercuric resistance regulator,merR1
1457|M16482.1|STMSMK|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
gi|3282023|emb|Y17581.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|OXA-55|AY343493|77-946|870|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|B-8|AF189305|1-747|747|betalactams|Class_B_betalactamases|BLAB,betalactams,Class B betalactamases,BLAB
gi|84105058|gb|DQ322460.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
ENA|cueP|AAL22510|AAL22510.1Salmonellaentericasubsp.entericaserovarTyphimuriumstr.LT2putativeperiplasmicorexportedprotein:Location:1..540,Copper resistance,copper resistance protein,cueP
MLS|EreA|AY183453|2730-3950|1221|MLS|Macrolide_esterases|EREA,MLS,Macrolide esterases,EREA
Bla|SHV-5_4_AY386369|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
AGly|AadA23|AJ809407|119-898|781|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
gi|11096455|gb|AF219135.2|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
CARD|phgb|HE650138|2186-2918|ARO:3003205|Erm43|MLS|23S_rRNA_methyltransferases|ERM,MLS,23S rRNA methyltransferases,ERM
1190|AJ243491.1|AJ243491|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Flq|QnrB6|EF520349|37-681|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
ENA|dpr/dps|CAH55670|CAH55670.1StreptococcussuisDprprotein:Location:1..519,Metal and biocide resistance,metal and biocide resistance protein,dpr
gi|11321257|gb|AF305837.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Mdr|AY769962.1|gene1|Multi-drug_resistance|Multi-drug_efflux_pumps|ADEAI,Multi-drug resistance,Multi-drug efflux pumps,ADEAI
Rif|Arr3|JF806499|1353-1805|453|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
gi|469473897|gb|JX679208.1|betalactams|Class_A_betalactamases|VEB,betalactams,Class A betalactamases,VEB
Met|nimH_1_FJ969397|Metronidazole|nim_nitroimidazole_reductase|NIMA,Metronidazole,nim nitroimidazole reductase,NIMA
Mdr|NC_002516.2.881079|Multi-drug_resistance|MDR_regulator|NFXB,Multi-drug resistance,MDR regulator,NFXB
gi|21541784|gb|AF516720.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|757399517|gb|KP050491.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|389620063|gb|JQ926986.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|AY077488.2|gene1|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
577|M97172.1|SMAAAC3VB|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
Bla|OKP-A-5|AM051143|1-861|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
Flq|QnrB28|HM439643|1-645|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
226|FJ196385.1|FJ196385|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
AGly|Aph3-Va|U24442|680-1456|780|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
ENA|silE|AAD11743|AAD11743.1Salmonellaentericasubsp.entericaserovarTyphimuriumsilverbindingproteinprecursorSilE:Location:1..432,Silver resistance,silver RND efflux pump,silE
Bla|SHV-122_1_HM751103|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|IMP-19|AB201265|1-741|741|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MLS|vatE_10_AY043212|MLS|Streptogramin_A_O-acetyltransferase|VATE,MLS,Streptogramin A O-acetyltransferase,VATE
Sul|NC_002745.1123263|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
gi|694179373|gb|KM233164.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|CTX-M-80|EU202673|1-876|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|161367441|gb|EU274580.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Phe|D16171.1|gene1|pp-cat|Phenicol|Chloramphenicol_acetyltransferases|CATA,Phenicol,Chloramphenicol acetyltransferases,CATA
285|AF121000.1|AF121000|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,Tetracyclines,Tetracycline transcriptional repressor,TETR
Tet|tetC_9_AY046276|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETC,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETC
Bla|Y17581.1|gene1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Flq|QnrB10_8_HM439644|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
1863|AJ620678.1|AJ620678|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
Bla|TEM-129|AY452662|184-1044|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Phe|catP_1_U15027|Phenicol|Chloramphenicol_acetyltransferases|CATP,Phenicol,Chloramphenicol acetyltransferases,CATP
Met|nimI_1_FJ940883|Metronidazole|nim_nitroimidazole_reductase|NIMI,Metronidazole,nim nitroimidazole reductase,NIMI
CARD|phgb|AF427129|208-1069|ARO:3000950|TEM-83|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|OXA-66|EF051061|485-1309|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|JF802084|1592-2165|ARO:3002969|vanXYN|Glycopeptides|VanN-type_resistance_protein|VANXYN,Glycopeptides,VanN-type resistance protein,VANXYN
Bla|TEM-21|AF466526|1346-2206|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
ENA|merA|AAA98224|AAA98224.1PlasmidpDU1358partialmercuryresistanceprotein,Mercury resistance,mercuric resistance protein,merA
Tet|tetC_2_NC_003123|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETC,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETC
CARD|pvgb|AL513383|179218-179845|ARO:3003479|tetR|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,Tetracyclines,Tetracycline transcriptional repressor,TETR
gi|208503046|gb|FJ214367.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|cfiA6|AB087231|1-750|750|betalactams|Class_B_betalactamases|CFIA,betalactams,Class B betalactamases,CFIA
gi|8118289|gb|AF255921.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|NC_002695|4904931-4905630|ARO:3000831|cpxR|Multi-drug_resistance|MDR_regulator|CPXA,Multi-drug resistance,MDR regulator,CPXA
703|JF414726.1|JF414726|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
CARD|phgb|GQ205627|1393-2971|ARO:3002832|vgaD|MLS|Streptogramin_A_efflux_pumps|VGAD,MLS,Streptogramin A efflux pumps,VGAD
Bla|CTX-M-112|JF274246|1-876|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
